"종목번호","종목명"
"092220","KEC"
"005360","모나미"
"083420","KPX그린케미칼"
"056080","유진로봇"
"079970","투비소프트"
"196490","디에이테크놀로지"
"012800","대창"
"054040","한국컴퓨터"
"161570","미동앤씨네마"
"019540","일지테크"
"120030","조선선재"
"149980","하이로닉"
"047820","초록뱀"
"071670","에이테크솔루션"
"101390","아이엠"
"123330","제닉"
"023450","동남합성"
"068150","케이엔씨글로벌"
"018290","지엠피"
"085810","알티캐스트"
"011700","한신기계"
"050890","쏠리드"
"043090","팜스웰바이오"
"092460","한라IMS"
"023900","풍국주정"
"066410","캔들미디어"
"001620","동국실업"
"049630","재영솔루텍"
"088800","에이스테크"
"068930","디지털대성"
"120115","코오롱인더우"
"000300","대유플러스"
"027740","마니커"
"063760","이엘피"
"950110","SBI액시즈"
"006340","대원전선"
"039230","폭스브레인"
"032850","비트컴퓨터"
"010960","삼호개발"
"010280","쌍용정보통신"
"066590","우수AMS"
"052220","iMBC"
"002210","동성제약"
"130580","나이스디앤비"
"076610","해성옵틱스"
"084180","수성"
"079940","가비아"
"027830","대성창투"
"083470","KJ프리텍"
"032790","엠젠플러스"
"007330","푸른저축은행"
"223310","이에스브이"
"054540","삼영엠텍"
"012280","영화금속"
"011785","금호석유우"
"064480","브리지텍"
"006570","대림통상"
"084650","랩지노믹스"
"008700","아남전자"
"138080","오이솔루션"
"156100","엘앤케이바이오"
"050540","엠피씨"
"024910","경창산업"
"047560","이스트소프트"
"048770","TPC"
"014940","오리엔탈정공"
"900090","차이나하오란"
"065950","웰크론"
"028080","휴맥스홀딩스"
"142210","유니트론텍"
"036180","영인프런티어"
"086040","바이오톡스텍"
"065450","빅텍"
"036090","위지트"
"033540","파라텍"
"014580","백광소재"
"073110","엘엠에스"
"155960","지디"
"092870","엑시콘"
"092600","넥스트칩"
"114630","우노앤컴퍼니"
"043220","에이치엘비파워"
"018000","유니슨"
"059100","아이컴포넌트"
"044380","주연테크"
"094840","슈프리마에이치큐"
"214310","세미콘라이트"
"006805","미래에셋대우우"
"229500","노브메타파마"
"024120","KB오토시스"
"005305","롯데칠성우"
"142760","바이오리더스"
"089010","켐트로닉스"
"121800","세븐스타웍스"
"017680","데코앤이"
"016740","두올"
"038460","바이오스마트"
"014130","한익스프레스"
"066790","씨씨에스"
"042510","라온시큐어"
"012860","서연전자"
"037760","쎄니트"
"001080","만호제강"
"131390","피앤이솔루션"
"110570","넥솔론"
"080530","코디"
"007120","미래아이앤지"
"214680","디알텍"
"115310","인포바인"
"052290","트레이스"
"037230","한국팩키지"
"035290","에이원앤"
"010100","한국프랜지"
"204840","지엘팜텍"
"051780","큐로홀딩스"
"081580","성우전자"
"017370","우신시스템"
"052770","와이디온라인"
"004830","덕성"
"049550","잉크테크"
"072130","유엔젤"
"099830","씨그널엔터테인먼트그룹"
"101730","조이맥스"
"011560","세보엠이씨"
"009155","삼성전기우"
"037330","인지디스플레"
"066670","디스플레이텍"
"049800","우진플라임"
"119650","KC코트렐"
"011330","유니켐"
"036690","코맥스"
"096040","이트론"
"025530","SJM홀딩스"
"079190","EMW"
"050090","휘닉스소재"
"006140","피제이전자"
"049830","승일"
"119850","지엔씨에너지"
"137400","피엔티"
"083640","인콘"
"038070","서린바이오"
"900110","이스트아시아홀딩스"
"094820","일진파워"
"041930","동아화성"
"170030","현대공업"
"159910","MBK"
"032800","판타지오"
"032960","동일기연"
"113810","디젠스"
"033830","티비씨"
"177350","베셀"
"122690","서진오토모티브"
"023800","인지컨트롤스"
"176440","에이치엔티"
"005860","한일사료"
"001810","무림SP"
"051170","썬코어"
"065570","삼영이엔씨"
"03473K","SK우"
"005620","대성합동지주"
"187270","신화콘텍"
"032040","C&S자산관리"
"039310","세중"
"010470","오리콤"
"027040","서울전자통신"
"002200","수출포장"
"050120","라이브플렉스"
"005070","코스모신소재"
"045510","정원엔시스"
"025550","한국선재"
"001260","남광토건"
"120240","대정화금"
"134780","화진"
"090710","디에스티로봇"
"006880","신송홀딩스"
"150440","피노텍"
"065530","전파기지국"
"071850","캐스텍코리아"
"115500","케이씨에스"
"036170","씨티엘"
"044180","KD건설"
"006125","SK케미칼우"
"004100","태양금속"
"053260","금강철강"
"032940","원익"
"094170","동운아나텍"
"021040","대호피앤씨"
"016600","큐캐피탈"
"010040","한국내화"
"083660","CSA 코스믹"
"089850","유비벨록스"
"024880","케이피에프"
"221980","케이디켐"
"093320","케이아이엔엑스"
"033230","인성정보"
"105550","트루윈"
"009320","대우부품"
"097870","효성오앤비"
"208710","바이오로그디바이스"
"013810","스페코"
"001210","금호전기"
"011420","갤럭시아에스엠"
"053700","삼보모터스"
"007190","한솔아트원제지"
"024830","세원물산"
"060480","국일신동"
"091590","남화토건"
"082850","우리이티아이"
"003547","대신증권2우B"
"037070","파세코"
"079810","디이엔티"
"090730","SIMPAC METALLOY"
"123040","엠에스오토텍"
"014190","원익큐브"
"043340","에쎈테크"
"046390","삼화네트웍스"
"002720","국제약품"
"001840","이화공영"
"032080","아즈텍WB"
"154040","솔루에타"
"037440","희림"
"109860","동일금속"
"014910","성문전자"
"088790","진도"
"041020","인프라웨어"
"052900","KMH하이텍"
"004270","남성"
"036810","에프에스티"
"017480","삼현철강"
"004140","동방"
"090850","이지웰페어"
"017510","세명전기"
"176750","듀켐바이오"
"033200","모아텍"
"049120","파인디앤씨"
"192390","윈하이텍"
"053290","능률교육"
"004090","한국석유"
"039420","케이엘넷"
"018620","우진비앤지"
"053110","소리바다"
"066130","하츠"
"030270","에스마크"
"123750","알톤스포츠"
"096610","알에프세미"
"017000","신원종합개발"
"900130","웨이포트"
"147830","제룡산업"
"023810","인팩"
"039010","현대통신"
"007630","암니스"
"089530","에이티세미콘"
"067900","와이엔텍"
"032680","소프트센"
"065170","넥스트BT"
"078650","코렌"
"222980","한국맥널티"
"037370","EG"
"210120","빅텐츠"
"065560","큐브스"
"184230","SGA솔루션즈"
"011320","유니크"
"018680","서울제약"
"007610","선도전기"
"071970","STX중공업"
"000157","두산2우B"
"032540","TJ미디어"
"054090","삼진엘앤디"
"145210","세화아이엠씨"
"197210","리드"
"073490","이노와이어리스"
"080010","이상네트웍스"
"017650","대림제지"
"002760","보락"
"047920","씨트리"
"140520","대창스틸"
"054220","비츠로시스"
"033340","좋은사람들"
"066310","큐에스아이"
"021050","서원"
"229000","젠큐릭스"
"153490","우리이앤엘"
"004740","보루네오"
"096300","베트남개발1"
"114450","KPX생명과학"
"131180","딜리"
"036640","HRS"
"065420","에스아이리소스"
"000910","유니온"
"065350","신성델타테크"
"004590","한국가구"
"014570","고려제약"
"015590","대경기계"
"078130","국일제지"
"012340","뉴인텍"
"044960","이-글 벳"
"046940","우원개발"
"006740","영풍제지"
"054940","엑사이엔씨"
"038950","파인디지털"
"006050","국영지앤엠"
"031860","엔에스엔"
"191410","육일씨엔에쓰"
"075130","플랜티넷"
"042500","링네트"
"106520","디지탈옵틱"
"220250","카이노스메드"
"024070","WISCOM"
"002690","동일제강"
"026940","부국철강"
"214330","금호에이치티"
"013000","세우글로벌"
"126870","뉴로스"
"090080","평화산업"
"228760","지노믹트리"
"145270","케이탑리츠"
"023350","한국종합기술"
"072990","에이치시티"
"078600","대주전자재료"
"001560","제일연마"
"101240","씨큐브"
"050960","수산아이앤티"
"174880","장원테크"
"196450","온다 엔터테인먼트"
"083450","GST"
"053050","지에스이"
"046120","오르비텍"
"031310","아이즈비전"
"138070","신진에스엠"
"045060","오공"
"089150","케이씨티"
"068940","아이씨케이"
"078935","GS우"
"009460","한창제지"
"003580","동원"
"058220","아리온"
"063440","에프엔씨애드컬쳐"
"001290","골든브릿지증권"
"056360","코위버"
"126640","화신정공"
"009730","코센"
"045660","에이텍"
"182360","큐브엔터"
"052670","제일바이오"
"050860","아세아텍"
"008420","문배철강"
"001000","신라섬유"
"019010","그랜드백화점"
"006890","태경화학"
"148140","비디아이"
"101000","디엠씨"
"002410","범양건영"
"010170","대한광통신"
"126880","제이엔케이히터"
"057680","옴니텔"
"011080","형지I&C"
"208140","정다운"
"051490","나라엠앤디"
"038110","에코플라스틱"
"085910","네오티스"
"085670","뉴프렉스"
"069330","유아이디"
"009810","고려포리머"
"054410","케이피티"
"001470","삼부토건"
"237720","케이엠제약"
"237750","피앤씨테크"
"062860","티엘아이"
"094970","제이엠티"
"046110","한일네트웍스"
"136510","쎄미시스코"
"039790","위노바"
"175140","인포마크"
"015540","핫텍"
"177830","파버나인"
"064820","케이프"
"220180","핸디소프트"
"002290","삼일기업공사"
"030790","동양네트웍스"
"023150","MH에탄올"
"086670","비엠티"
"060230","이그잭스"
"065710","서호전기"
"246690","티에스인베스트먼트"
"002070","남영비비안"
"005420","코스모화학"
"024900","덕양산업"
"108675","LG하우시스우"
"008370","원풍"
"025950","동신건설"
"001550","조비"
"115610","이미지스"
"033100","제룡전기"
"073070","넥센테크"
"139050","경봉"
"221610","한솔씨앤피"
"138360","에이씨티"
"005820","원림"
"196300","애니젠"
"035460","기산텔레콤"
"000760","이화산업"
"083550","케이엠"
"042600","새로닉스"
"102210","해덕파워웨이"
"090740","연이정보통신"
"067730","로지시스"
"123570","이엠넷"
"134580","디엠티"
"003720","삼영화학"
"078940","일경산업개발"
"038010","제일테크노스"
"001275","부국증권우"
"023460","CNH"
"069540","빛과전자"
"203400","에이비온"
"024840","갑을메탈"
"090370","아비스타"
"065690","대진디엠피"
"006580","대양제지"
"203450","유니온커뮤니티"
"000220","유유제약"
"053950","경남제약"
"041190","우리기술투자"
"217950","바이오씨앤디"
"208350","지란지교시큐리티"
"045890","동부라이텍"
"079000","와토스코리아"
"099220","SDN"
"065500","오리엔트정공"
"093520","매커스"
"238120","로고스바이오"
"027970","세하"
"200470","하이셈"
"098120","마이크로컨텍솔"
"032820","우리기술"
"203650","드림시큐리티"
"052460","아이크래프트"
"171010","램테크놀러지"
"036120","SCI평가정보"
"019570","제미니투자"
"003780","진양산업"
"010770","평화홀딩스"
"195440","퓨전데이타"
"036480","대성미생물"
"082800","루미마이크로"
"208860","엔지스테크널러지"
"044060","조광ILI"
"086060","진바이오텍"
"032580","피델릭스"
"002220","한일철강"
"043910","자연과환경"
"074610","이엔쓰리"
"002710","TCC동양"
"011390","부산산업"
"033310","디케이디앤아이"
"007370","진양제약"
"104460","동양피엔에프"
"057880","토필드"
"005670","푸드웰"
"08537M","루트로닉3우C"
"189690","포시에스"
"150840","인트로메딕"
"219750","지티지웰니스"
"217820","엔에스"
"060540","에스에이티"
"220100","퓨쳐켐"
"036260","이매진아시아"
"056000","신스타임즈"
"002680","한탑"
"213090","미래테크놀로지"
"087220","스틸플라워"
"071950","코아스"
"106080","하이소닉"
"205290","케미메디"
"039240","경남스틸"
"031820","콤텍시스템"
"212560","네오오토"
"032860","GMR 머티리얼즈"
"008470","부스타"
"072520","태양씨앤엘"
"043590","크로바하이텍"
"131220","대한과학"
"003010","혜인"
"170790","파이오링크"
"124500","아이티센"
"010660","화천기계"
"020120","다우인큐브"
"050760","에스폴리텍"
"090410","덕신하우징"
"003465","유화증권우"
"229480","줌인터넷"
"019590","엠벤처투자"
"039670","스포츠서울"
"115570","스타플렉스"
"044480","유니더스"
"028040","스페로 글로벌"
"005320","국동"
"007770","한일화학"
"052600","한네트"
"011300","성안"
"051390","YW"
"200710","에이디테크놀로지"
"070590","한솔인티큐브"
"015020","이스타코"
"115480","씨유메디칼"
"013700","까뮤이앤씨"
"187790","나노"
"073190","디비케이"
"010580","지코"
"053270","구영테크"
"010420","한솔PNS"
"234070","에이원알폼"
"224110","에이텍티앤"
"021880","메이슨캐피탈"
"093230","이아이디"
"131400","액트"
"004410","서울식품"
"066430","와이오엠"
"097800","윈팩"
"039740","한국정보공학"
"052190","이에스에이"
"109820","진매트릭스"
"119500","포메탈"
"006920","모헨즈"
"067920","이글루시큐리티"
"100660","서암기계공업"
"000950","전방"
"214610","나노바이오시스"
"008110","대동전자"
"076080","웰크론한텍"
"141020","포티스"
"150900","파수닷컴"
"025880","케이씨피드"
"128660","피제이메탈"
"065440","이루온"
"037400","우리조명"
"094190","이엘케이"
"024060","흥구석유"
"122800","썬텍"
"241520","DSC인베스트먼트"
"214870","에치디프로"
"033430","코리드"
"109070","KGP"
"094860","코닉글로리"
"141070","맥스로텍"
"241510","이에스산업"
"039020","이건창호"
"009190","대양금속"
"196700","웹스"
"123260","사파이어테크놀로지"
"052860","아이앤씨"
"092300","현우산업"
"054920","한컴시큐어"
"082660","삼우엠스"
"081150","티플랙스"
"033050","제이엠아이"
"000520","삼일제약"
"088290","이원컴포텍"
"012620","원일특강"
"067010","이씨에스"
"068050","팬엔터테인먼트"
"026150","특수건설"
"105740","디케이락"
"078350","한양디지텍"
"019990","에너토크"
"069460","대호에이엘"
"105330","케이엔더블유"
"013360","일성건설"
"091580","상신이디피"
"036620","버추얼텍"
"032980","바이온"
"009180","한솔로지스틱스"
"032750","삼진"
"048830","엔피케이"
"138610","나이벡"
"007460","나라케이아이씨"
"043360","디지아이"
"071090","하이스틸"
"038530","코아크로스"
"053160","프리엠스"
"101160","월덱스"
"101930","인화정공"
"155900","바다로19호"
"039610","화성"
"046970","우리로"
"006110","삼아알미늄"
"091340","S&K폴리텍"
"003680","한성기업"
"032280","삼일"
"047440","레이젠"
"024740","한일단조"
"250300","제이에스피브이"
"073540","에프알텍"
"026260","보타바이오"
"072770","네오디안테크놀로지"
"217190","제너셈"
"114190","웰크론강원"
"154030","아시아종묘"
"060900","퍼시픽바이오"
"064290","인텍플러스"
"054930","유신"
"086830","신양오라컴"
"058450","일야"
"053660","현진소재"
"101400","네오피델리티"
"033790","서화정보통신"
"054300","팬스타엔터프라이즈"
"093640","다믈멀티미디어"
"005255","녹십자홀딩스1우"
"134790","팀스"
"006200","한국전자홀딩스"
"054180","중앙오션"
"070300","솔라시아"
"023790","동일철강"
"005030","부산주공"
"048470","대동스틸"
"192410","감마누"
"059120","아진엑스텍"
"090150","광진윈텍"
"115440","우리넷"
"153460","네이블"
"051630","진양화학"
"101140","아티스"
"182690","테라셈"
"075970","동국알앤에스"
"000440","중앙에너비스"
"025890","한국주강"
"016920","카스"
"085980","세화피앤씨"
"101670","코리아에스이"
"204690","다린"
"021650","한국큐빅"
"035200","프럼파스트"
"056730","포스링크"
"194610","우성아이비"
"094940","푸른기술"
"045520","크린앤사이언스"
"013720","청보산업"
"139670","넥스트리밍"
"093380","풍강"
"038340","리젠"
"100030","모바일리더"
"003925","남양유업우"
"060380","동양에스텍"
"001420","태원물산"
"051980","넥스트바이오홀딩스"
"029480","바른테크놀로지"
"064090","한양하이타오"
"007280","한국특수형강"
"219130","타이거일렉"
"206950","볼빅"
"058370","금성테크"
"183350","엘피케이"
"077280","한컴지엠디"
"030720","동원수산"
"012600","청호컴넷"
"023440","제일제강"
"019180","티에이치엔"
"000105","유한양행우"
"005450","신한"
"121850","코이즈"
"222810","닉스테크"
"080440","세진전자"
"004920","씨아이테크"
"130740","티피씨글로벌"
"058110","멕아이씨에스"
"009470","삼화전기"
"043260","성호전자"
"148250","알엔투테크놀로지"
"127120","디엔에이링크"
"049720","고려신용정보"
"054340","엔알케이"
"189860","서전기전"
"226610","한국비엔씨"
"001465","BYC우"
"072950","빛샘전자"
"204210","모두투어리츠"
"109080","옵티시스"
"010240","흥국"
"131090","시큐브"
"026910","광진실업"
"101680","한국정밀기계"
"065770","CS"
"140890","트러스제7호"
"073010","케이에스피"
"099520","ITX엠투엠"
"080580","오킨스전자"
"238500","로보쓰리"
"054630","에이디칩스"
"009620","삼보산업"
"230980","솔트웍스"
"089790","제이티"
"232140","대신밸런스제2호스팩"
"103230","에스앤더블류"
"008500","일정실업"
"215050","비엔디생활건강"
"200580","메디쎄이"
"131100","리켐"
"236340","메디젠휴먼케어"
"002355","넥센타이어1우B"
"119830","아이텍반도체"
"158310","인터불스"
"033250","체시스"
"079170","한창산업"
"045300","성우테크론"
"007530","영신금속"
"051380","피씨디렉트"
"096350","대창솔루션"
"044780","에이치케이"
"217880","틸론"
"232680","라온테크"
"221800","유투바이오"
"019490","하이트론"
"078590","두올산업"
"002870","신풍제지"
"025870","신라에스지"
"098660","에스티오"
"134060","이퓨쳐"
"121890","에스디시스템"
"009140","경인전자"
"080470","성창오토텍"
"050320","에스아이티글로벌"
"172580","하이골드12호"
"010600","와이비로드"
"023770","플레이위드"
"099410","동방선기"
"044990","에이치엔에스하이텍"
"130500","GH신소재"
"023960","에쓰씨엔지니어링"
"001770","신화실업"
"081970","한솔넥스지"
"099340","하나니켈1호"
"024940","PN풍년"
"256090","패션플랫폼"
"002420","세기상사"
"153360","하이골드3호"
"127160","매직마이크로"
"232290","SGA시스템즈"
"208850","이비테크"
"067770","세진티에스"
"256940","케이피에스"
"003475","유안타증권우"
"086250","화신테크"
"091440","텔레필드"
"227420","오백볼트"
"004365","세방우"
"246250","에스엘에스"
"135160","지오씨"
"042940","르네코"
"008775","호텔신라우"
"167380","나무기술"
"096870","엘디티"
"123010","옵토팩"
"073570","에이티테크놀러지"
"224810","엄지하우스"
"212310","디오메디칼"
"087730","네패스신소재"
"069140","누리플랜"
"178600","대동고려삼"
"058420","제이웨이"
"232270","케이비제9호스팩"
"011230","삼화전자"
"053060","세동"
"051160","지어소프트"
"024850","피에스엠씨"
"225850","미애부"
"045340","토탈소프트"
"202960","판도라티비"
"008830","대동기어"
"233190","미래자원엠엘"
"089890","고려반도체"
"002025","코오롱우"
"232360","아스팩오일"
"156170","비앤에스미디어"
"010640","진양폴리"
"243870","굿센"
"086220","네추럴FNP"
"228180","한국티씨엠"
"073640","삼원테크"
"115530","씨엔플러스"
"258250","피시피아비아이티"
"001140","국보"
"186230","그린플러스"
"253840","수젠텍"
"242420","본느"
"066830","제노텍"
"062580","인산가"
"116100","태양기계"
"199870","세기리텍"
"224760","엔에스컴퍼니"
"033600","이젠텍"
"058970","엠로"
"140290","청광종건"
"064850","에프앤가이드"
"158300","에스에이티이엔지"
"246830","시냅스엠"
"036500","에스에스컴텍"
"191600","티케이씨"
"222670","플럼라인생명과학"
"258540","스템랩"
"222390","케이비제8호스팩"
"242350","피엔아이시스템"
"000087","하이트진로2우B"
"159650","하이골드8호"
"020400","대동금속"
"226850","키움스팩4호"
"199290","바이오프로테크"
"140910","광희리츠"
"145995","삼양사우"
"226400","오스테오닉"
"232830","시큐센"
"095300","세한엔에스브이"
"005745","크라운제우"
"076340","관악산업"
"215570","크로넥스"
"225220","제놀루션"
"005257","녹십자홀딩스2우"
"052270","우전"
"225570","엔에이치스팩9호"
"232530","이엠티"
"197140","디지캡"
"000075","삼양홀딩스우"
"001685","대상우"
"240340","인터코스"
"239890","피엔에이치테크"
"107640","한중엔시에스"
"235090","씨케이컴퍼니"
"005725","넥센우"
"230240","하나금융7호스팩"
"004135","대덕GDS우"
"004255","NPC우"
"251280","안지오랩"
"112190","KC산업"
"009835","한화케미칼우"
"227950","골든브릿지제4호스팩"
"217620","한화ACPC스팩"
"189700","디피앤케이"
"004105","태양금속우"
"198440","엔에이치스팩3호"
"092590","럭스피아"
"215790","엔에이치스팩5호"
"242040","교보비엔케이스팩"
"219860","한화에이스스팩2호"
"251960","엠에프엠코리아"
"217600","이베스트스팩2호"
"194860","SY이노베이션"
"126340","비나텍"
"260970","에스앤디"
"120780","전우정밀"
"101360","이엔드디"
"218410","엔에이치스팩8호"
"221950","현대드림3호스팩"
"007815","코리아써우"
"256840","엔에이치스팩11호"
"224020","에스케이씨에스"
"221200","유진스팩3호"
"086460","에스엔피제네틱스"
"218710","키움스팩3호"
"199150","데이터스트림즈"
"220110","드림티엔터테인먼트"
"003495","대한항공우"
"250060","하나금융8호스팩"
"219960","유안타제2호스팩"
"226340","에이치엠씨3호스팩"
"219550","SK2호스팩"
"083590","아시아12호"
"083580","아시아11호"
"083570","아시아10호"
"083600","아시아13호"
"215750","미래에셋제3호스팩"
"234100","세원"
"204620","유안타제1호스팩"
"198940","한주금속"
"219420","링크제니시스"
"204440","대우스팩2호"
"021045","대호피앤씨우"
"173130","오파스넷"
"205470","하이제2호스팩"
"200350","래몽래인"
"003535","한화투자증권우"
"114920","대주이엔티"
"204760","현대에이블스팩1호"
"204650","케이티비스팩1호"
"215380","한화MGI스팩"
"215090","유진에이씨피씨스팩2호"
"214150","케이티비스팩2호"
"207930","SK1호스팩"
"240540","한국4호스팩"
"007575","일양약품우"
"215580","대우스팩3호"
"223040","교보5호스팩"
"252500","IBKS지엠비스팩"
"217320","썬테크"
"245450","씨앤에스링크"
"226360","현대드림4호스팩"
"245030","스페이스솔루션"
"230490","동부제4호스팩"
"250930","케이비제10호스팩"
"121060","유니포인트"
"225590","신영스팩2호"
"189350","코셋"
"083620","아시아15호"
"230400","자비스"
"083610","아시아14호"
"165270","금오하이텍"
"002005","한국유리우"
"219580","골든브릿지제3호스팩"
"239340","미래에셋제5호스팩"
"235010","하이에이아이1호스팩"
"148780","비플라이소프트"
"217810","엔에이치스팩7호"
"136660","큐엠씨"
"217500","하이제3호스팩"
"225430","IBKS제3호스팩"
"254120","IBKS제5호스팩"
"001515","SK증권우"
"222160","바이옵트로"
"252370","유쎌"
"103660","씨앗"
"000885","한화우"
"001525","동양우"
"226440","동부스팩3호"
"019175","신풍제약우"
"009415","태영건설우"
"225440","이베스트스팩3호"
"001795","대한제당우"
"206660","골든브릿지제2호스팩"
"014915","성문전자우"
"211050","인카금융서비스"
"247300","인프라웨어테크놀러지"
"014825","동원시스템즈우"
"215480","대우SBI스팩1호"
"083390","동북아14호"
"006345","대원전선우"
"083380","동북아13호"
"223220","구름컴퍼니"
"083360","동북아11호"
"083350","동북아10호"
"232330","SK3호스팩"
"083370","동북아12호"
"004545","깨끗한나라우"
"149010","아이케이세미콘"
"218150","하나머스트5호스팩"
"000225","유유제약1우"
"138290","지성이씨에스"
"140660","위월드"
"220260","케이프이에스스팩"
"084695","대상홀딩스우"
"001745","SK네트웍스우"
"001689","대상3우B"
"185190","수프로"
"091270","유디피"
"215100","하나머스트4호스팩"
"012205","계양전기우"
"011155","CJ씨푸드1우"
"004565","현대비앤지스틸우"
"179720","옐로페이"
"135270","세종머티리얼즈"
"18064K","한진칼우"
"002995","금호산업우"
"010145","삼성중공우"
"207720","엔에이치SL스팩"
"000725","현대건설우"
"252940","에스엠로보틱스"
"000145","하이트진로홀딩스우"
"014285","금강공업우"
"060910","프리젠"
"208870","하나머스트3호스팩"
"016385","동부제철우"
"189330","씨이랩"
"260490","캐로스"
"099350","하나니켈2호"
"090970","코리아01호"
"005965","동부건설우"
"00781K","코리아써키트2우B"
"003415","쌍용양회우"
"001755","한양증권우"
"004835","덕성우"
"001527","동양2우B"
"090355","노루페인트우"
"003075","코오롱글로벌우"
"001065","JW중외제약우"
"004985","성신양회우"
"000995","동부하이텍1우"
"007197","한솔아트원제지2우B"
"001067","JW중외제약2우B"
"244880","나눔테크"
"004415","서울식품우"
"210610","소프트캠프"
"084440","유비온"
"032685","소프트센우"
"000545","흥국화재우"
"002785","진흥기업우B"
"000325","노루홀딩스우"
"000547","흥국화재2우B"
"013367","일성건설2우B"
"008355","남선알미우"
"001799","대한제당3우B"
"144740","피엠디아카데미"
"003419","쌍용양회3우B"
"242850","영현무역"
"004989","성신양회3우B"
"090980","코리아02호"
"189540","씨티네트웍스"
"002787","진흥기업2우B"
"000227","유유제약2우B"
"001529","동양3우B"
"183410","데카시스템"
"091000","코리아04호"
"090990","코리아03호"
"208890","에듀케이션파트너"
"009275","신원우"
"004987","성신양회2우B"
"000327","노루홀딩스2우B"
"110660","세신버팔로"
